speed_ms,road_grade_rad
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.462963,0.000000
0.925926,0.000000
1.388889,0.000000
1.851852,0.000000
2.314815,0.000000
2.777778,0.000000
2.777778,0.000000
2.777778,0.000000
2.777778,0.000000
2.777778,0.000000
2.777778,0.000000
2.777778,0.000000
2.777778,0.000000
2.777778,0.000000
2.222222,0.000000
1.666667,0.000000
1.111111,0.000000
0.555556,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.648148,0.000000
1.296296,0.000000
1.944444,0.000000
2.592593,0.000000
3.240741,0.000000
3.888889,0.000000
3.888889,0.000000
3.888889,0.000000
3.888889,0.000000
3.888889,0.000000
3.888889,0.000000
3.888889,0.000000
3.888889,0.000000
3.888889,0.000000
3.111111,0.000000
2.333333,0.000000
1.555556,0.000000
0.777778,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.883838,0.000000
1.767677,0.000000
2.651515,0.000000
3.535354,0.000000
4.419192,0.000000
5.303030,0.000000
6.186869,0.000000
7.070707,0.000000
7.954545,0.000000
8.838384,0.000000
9.722222,0.000000
10.606061,0.000000
11.489899,0.000000
12.373737,0.000000
13.257576,0.000000
14.141414,0.000000
15.025253,0.000000
15.909091,0.000000
16.792929,0.000000
17.676768,0.000000
18.560606,0.000000
19.444444,0.000000
19.444444,0.014999
19.444444,0.014999
19.444444,0.014999
19.444444,0.014999
19.444444,0.014999
19.444444,0.014999
19.444444,0.014999
19.444444,0.014999
19.444444,0.014999
19.444444,0.014999
19.444444,0.014999
19.444444,0.014999
19.444444,0.014999
19.444444,0.014999
19.444444,0.014999
19.444444,0.014999
19.444444,0.014999
19.444444,0.014999
19.444444,0.014999
19.444444,0.014999
19.444444,0.014999
19.444444,0.014999
19.444444,0.014999
19.444444,0.014999
19.444444,0.014999
19.444444,0.014999
19.444444,0.014999
19.444444,0.014999
19.444444,0.014999
19.444444,0.014999
20.833333,0.013799
20.833333,0.012599
20.833333,0.011400
20.833333,0.010200
20.833333,0.009000
20.833333,0.007800
20.833333,0.006600
20.833333,0.005400
20.833333,0.004200
20.833333,0.003000
20.833333,0.001800
20.833333,0.000600
20.833333,-0.000600
20.833333,-0.001800
20.833333,-0.003000
20.833333,-0.004200
20.833333,-0.005400
20.833333,-0.006600
20.833333,-0.007800
20.833333,-0.009000
20.833333,-0.010200
20.833333,-0.011400
20.833333,-0.012599
20.833333,-0.013799
20.833333,-0.014999
21.064815,-0.014999
21.296296,-0.014999
21.527778,-0.014999
21.759259,-0.014999
21.990741,-0.014999
22.222222,-0.014999
22.453704,-0.014999
22.685185,-0.014999
22.916667,-0.014999
23.148148,-0.014999
23.379630,-0.014999
23.611111,-0.014999
23.611111,0.000000
23.611111,0.000000
23.611111,0.000000
23.611111,0.000000
23.611111,0.000000
23.611111,0.000000
23.611111,0.000000
23.611111,0.000000
23.611111,0.000000
23.611111,0.000000
23.611111,0.000000
23.611111,0.000000
23.611111,0.000000
23.611111,0.000000
23.611111,0.000000
23.611111,0.000000
23.611111,0.000000
23.611111,0.000000
23.611111,0.000000
23.611111,0.000000
23.611111,0.000000
23.611111,0.000000
23.611111,0.000000
23.611111,0.000000
23.611111,0.000000
23.611111,0.000000
23.611111,0.000000
23.611111,0.000000
23.611111,0.000000
23.611111,0.000000
23.611111,0.000000
23.611111,0.000000
23.611111,0.000000
23.611111,0.000000
23.611111,0.000000
23.115079,0.000000
22.619048,0.000000
22.123016,0.000000
21.626984,0.000000
21.130952,0.000000
20.634921,0.000000
20.138889,0.000000
19.642857,0.000000
19.146825,0.000000
18.650794,0.000000
18.154762,0.000000
17.658730,0.000000
17.162698,0.000000
16.666667,0.000000
16.666667,0.019997
16.666667,0.019997
16.666667,0.019997
16.666667,0.019997
16.666667,0.019997
16.666667,0.019997
16.666667,0.019997
16.666667,0.019997
16.666667,0.019997
16.666667,0.019997
16.666667,0.019997
16.666667,0.019997
16.666667,0.019997
16.666667,0.019997
16.666667,0.019997
16.666667,0.019997
16.666667,0.019997
16.666667,0.019997
16.666667,0.019997
16.666667,0.019997
16.666667,0.019997
16.666667,0.019997
16.666667,0.019997
16.666667,0.019997
16.666667,0.019997
17.094017,0.000000
17.521368,0.000000
17.948718,0.000000
18.376068,0.000000
18.803419,0.000000
19.230769,0.000000
19.658120,0.000000
20.085470,0.000000
20.512821,0.000000
20.940171,0.000000
21.367521,0.000000
21.794872,0.000000
22.222222,0.000000
22.222222,0.000000
22.222222,0.000000
22.222222,0.000000
22.222222,0.000000
22.222222,0.000000
22.222222,0.000000
22.222222,0.000000
22.222222,0.000000
22.222222,0.000000
22.222222,0.000000
22.222222,0.000000
22.222222,0.000000
22.222222,0.000000
22.222222,0.000000
22.222222,0.000000
22.222222,0.000000
22.222222,0.000000
22.222222,0.000000
22.222222,0.000000
22.222222,0.000000
22.222222,0.000000
22.222222,0.000000
22.222222,0.000000
22.222222,0.000000
22.222222,0.000000
22.222222,0.000000
22.222222,0.000000
22.222222,0.000000
21.643519,0.000000
21.064815,0.000000
20.486111,0.000000
19.907407,0.000000
19.328704,0.000000
18.750000,0.000000
18.171296,0.000000
17.592593,0.000000
17.013889,0.000000
16.435185,0.000000
15.856481,0.000000
15.277778,0.000000
15.277778,0.002500
15.277778,0.005000
15.277778,0.007500
15.277778,0.010000
15.277778,0.012499
15.277778,0.014999
15.277778,0.017498
15.277778,0.019997
15.277778,0.022496
15.277778,0.024995
15.277778,0.027493
15.277778,0.029991
15.277778,0.032489
15.277778,0.034986
15.277778,0.037482
15.277778,0.039979
15.277778,0.042474
15.277778,0.044970
15.277778,0.047464
15.277778,0.049958
13.888889,0.079830
13.888889,0.079830
13.888889,0.079830
13.888889,0.079830
13.888889,0.079830
13.888889,0.079830
13.888889,0.079830
13.888889,0.079830
13.888889,0.079830
13.888889,0.079830
13.888889,0.079830
13.888889,0.079830
13.888889,0.079830
13.888889,0.079830
13.888889,0.079830
13.888889,0.079830
13.888889,0.079830
13.888889,0.079830
13.888889,0.079830
13.888889,0.079830
13.888889,0.079830
13.888889,0.079830
13.888889,0.079830
13.888889,0.079830
13.888889,0.079830
13.888889,0.079830
13.888889,0.079830
13.888889,0.079830
13.888889,0.079830
13.888889,0.079830
13.888889,0.079830
13.888889,0.079830
13.888889,0.079830
13.888889,0.079830
13.888889,0.079830
13.888889,0.079830
13.888889,0.079830
13.888889,0.079830
13.888889,0.079830
13.888889,0.079830
13.611111,0.079830
13.333333,0.079830
13.055556,0.079830
12.777778,0.079830
12.500000,0.079830
12.222222,0.079830
11.944444,0.079830
11.666667,0.079830
11.388889,0.079830
11.111111,0.079830
12.500000,0.064909
12.500000,0.064909
12.500000,0.064909
12.500000,0.064909
12.500000,0.064909
12.500000,0.064909
12.500000,0.064909
12.500000,0.064909
12.500000,0.064909
12.500000,0.064909
12.500000,0.064909
12.500000,0.064909
12.500000,0.064909
12.500000,0.064909
12.500000,0.064909
12.500000,0.064909
12.500000,0.064909
12.500000,0.064909
12.500000,0.064909
12.500000,0.064909
12.500000,0.064909
12.500000,0.064909
12.500000,0.064909
12.500000,0.064909
12.500000,0.064909
12.500000,0.064909
12.500000,0.064909
12.500000,0.064909
12.500000,0.064909
12.500000,0.064909
12.500000,0.064909
12.500000,0.064909
12.500000,0.064909
12.500000,0.064909
12.500000,0.064909
15.277778,0.062972
15.277778,0.061035
15.277778,0.059098
15.277778,0.057160
15.277778,0.055222
15.277778,0.053283
15.277778,0.051344
15.277778,0.049404
15.277778,0.047464
15.277778,0.045524
15.277778,0.043583
15.277778,0.041643
15.277778,0.039701
15.277778,0.037760
15.277778,0.035818
15.277778,0.033876
15.277778,0.031934
15.277778,0.029991
19.444444,0.024995
19.444444,0.019997
19.444444,0.014999
19.444444,0.010000
19.444444,0.005000
19.444444,0.000000
19.444444,-0.005000
19.444444,-0.010000
19.444444,-0.014999
19.444444,-0.019997
19.444444,-0.024995
19.444444,-0.029991
19.444444,-0.034986
19.444444,-0.039979
19.444444,-0.044970
19.444444,-0.049958
19.444444,-0.054945
19.444444,-0.059928
20.833333,-0.079830
20.833333,-0.079830
20.833333,-0.079830
20.833333,-0.079830
20.833333,-0.079830
20.833333,-0.079830
20.833333,-0.079830
20.833333,-0.079830
20.833333,-0.079830
20.833333,-0.079830
20.833333,-0.079830
20.833333,-0.079830
20.833333,-0.079830
20.833333,-0.079830
20.833333,-0.079830
20.833333,-0.079830
20.833333,-0.079830
20.833333,-0.079830
20.833333,-0.079830
20.833333,-0.079830
20.833333,-0.079830
20.833333,-0.079830
20.833333,-0.079830
20.833333,-0.079830
20.833333,-0.079830
20.833333,-0.079830
20.833333,-0.079830
20.833333,-0.079830
20.833333,-0.079830
20.833333,-0.079830
20.833333,-0.079830
20.833333,-0.079830
20.833333,-0.079830
20.833333,-0.079830
20.833333,-0.079830
20.833333,-0.079830
20.833333,-0.079830
20.833333,-0.079830
20.833333,-0.079830
20.833333,-0.079830
21.064815,-0.069886
21.296296,-0.069886
21.527778,-0.069886
21.759259,-0.069886
21.990741,-0.069886
22.222222,-0.069886
22.453704,-0.069886
22.685185,-0.069886
22.916667,-0.069886
23.148148,-0.069886
23.379630,-0.069886
23.611111,-0.069886
23.611111,-0.049958
23.611111,-0.049958
23.611111,-0.049958
23.611111,-0.049958
23.611111,-0.049958
23.611111,-0.049958
23.611111,-0.049958
23.611111,-0.049958
23.611111,-0.049958
23.611111,-0.049958
23.611111,-0.049958
23.611111,-0.049958
23.611111,-0.049958
23.611111,-0.049958
23.611111,-0.049958
23.611111,-0.049958
23.611111,-0.049958
23.611111,-0.049958
23.611111,-0.049958
23.611111,-0.049958
23.611111,-0.049958
23.611111,-0.049958
23.611111,-0.049958
23.611111,-0.049958
23.611111,-0.049958
23.611111,-0.049958
23.611111,-0.049958
23.611111,-0.049958
23.611111,-0.049958
23.611111,-0.049958
22.222222,-0.047464
22.222222,-0.044970
22.222222,-0.042474
22.222222,-0.039979
22.222222,-0.037482
22.222222,-0.034986
22.222222,-0.032489
22.222222,-0.029991
22.222222,-0.027493
22.222222,-0.024995
22.222222,-0.022496
22.222222,-0.019997
22.222222,-0.017498
22.222222,-0.014999
22.222222,-0.012499
22.222222,-0.010000
22.222222,-0.007500
22.222222,-0.005000
22.222222,-0.002500
22.222222,0.000000
21.626984,0.000000
21.031746,0.000000
20.436508,0.000000
19.841270,0.000000
19.246032,0.000000
18.650794,0.000000
18.055556,0.000000
17.460317,0.000000
16.865079,0.000000
16.269841,0.000000
15.674603,0.000000
15.079365,0.000000
14.484127,0.000000
13.888889,0.000000
13.888889,0.000000
13.888889,0.000000
13.888889,0.000000
13.888889,0.000000
13.888889,0.000000
13.888889,0.000000
13.888889,0.000000
13.888889,0.000000
13.888889,0.000000
13.888889,0.000000
13.888889,0.000000
13.888889,0.000000
14.484127,0.000000
15.079365,0.000000
15.674603,0.000000
16.269841,0.000000
16.865079,0.000000
17.460317,0.000000
18.055556,0.000000
18.650794,0.000000
19.246032,0.000000
19.841270,0.000000
20.436508,0.000000
21.031746,0.000000
21.626984,0.000000
22.222222,0.000000
22.817460,0.000000
23.412698,0.000000
24.007937,0.000000
24.603175,0.000000
25.198413,0.000000
25.793651,0.000000
26.388889,0.000000
26.984127,0.000000
27.579365,0.000000
28.174603,0.000000
28.769841,0.000000
29.365079,0.000000
29.960317,0.000000
30.555556,0.000000
30.555556,0.000000
30.555556,0.000000
30.555556,0.000000
30.555556,0.000000
30.555556,0.000000
30.555556,0.000000
30.555556,0.000000
30.555556,0.000000
30.555556,0.000000
30.555556,0.000000
30.555556,0.000000
30.555556,0.000000
30.555556,0.000000
30.555556,0.000000
30.555556,0.000000
30.555556,0.000000
30.555556,0.000000
30.555556,0.000000
30.555556,0.000000
30.555556,0.000000
30.555556,0.000000
30.555556,0.000000
30.555556,0.000000
30.555556,0.000000
30.555556,0.000000
30.555556,0.000000
30.555556,0.000000
30.555556,0.000000
30.555556,0.000000
30.555556,0.000000
30.555556,0.000000
30.555556,0.000000
30.555556,0.000000
30.555556,0.000000
30.555556,0.000000
30.555556,0.000000
30.555556,0.000000
30.555556,0.000000
30.555556,0.000000
30.555556,0.000000
30.555556,0.000000
30.555556,0.000000
30.555556,0.000000
30.555556,0.000000
30.555556,0.000000
30.555556,0.000000
30.555556,0.000000
30.555556,0.000000
30.555556,0.000000
30.555556,0.000000
30.555556,0.000000
30.555556,0.000000
30.555556,0.000000
30.555556,0.000000
30.555556,0.000000
30.555556,0.000000
30.555556,0.000000
30.555556,0.000000
30.555556,0.000000
30.555556,0.000000
30.902778,0.000000
31.250000,0.000000
31.597222,0.000000
31.944444,0.000000
32.291667,0.000000
32.638889,0.000000
32.986111,0.000000
33.333333,0.000000
33.680556,0.000000
34.027778,0.000000
34.375000,0.000000
34.722222,0.000000
35.069444,0.000000
35.416667,0.000000
35.763889,0.000000
36.111111,0.000000
36.111111,0.000000
36.111111,0.000000
36.111111,0.000000
36.111111,0.000000
36.111111,0.000000
36.111111,0.000000
36.111111,0.000000
36.111111,0.000000
36.111111,0.000000
36.111111,0.000000
36.111111,0.000000
36.111111,0.000000
36.111111,0.000000
36.111111,0.000000
36.111111,0.000000
36.111111,0.000000
36.111111,0.000000
36.111111,0.000000
36.111111,0.000000
36.111111,0.000000
36.111111,0.000000
36.111111,0.000000
36.111111,0.000000
36.111111,0.000000
36.111111,0.000000
36.111111,0.000000
36.111111,0.000000
36.111111,0.000000
36.111111,0.000000
36.111111,0.000000
36.111111,0.000000
36.111111,0.000000
36.111111,0.000000
36.111111,0.000000
36.111111,0.000000
36.111111,0.000000
36.111111,0.000000
36.111111,0.000000
36.111111,0.000000
36.111111,0.000000
36.111111,0.000000
36.111111,0.000000
36.111111,0.000000
36.111111,0.000000
36.111111,0.000000
36.111111,0.000000
36.111111,0.000000
36.111111,0.000000
36.111111,0.000000
36.111111,0.000000
36.111111,0.000000
36.111111,0.000000
36.111111,0.000000
36.111111,0.000000
36.111111,0.000000
36.111111,0.000000
36.111111,0.000000
36.111111,0.000000
36.111111,0.000000
36.111111,0.000000
36.111111,0.000000
36.111111,0.000000
36.111111,0.000000
36.111111,0.000000
36.111111,0.000000
36.111111,0.000000
36.111111,0.000000
36.111111,0.000000
36.111111,0.000000
36.111111,0.000000
36.111111,0.000000
36.111111,0.000000
36.111111,0.000000
36.111111,0.000000
36.111111,0.000000
36.111111,0.000000
36.111111,0.000000
36.111111,0.000000
36.111111,0.000000
36.111111,0.000000
35.694444,0.000000
35.277778,0.000000
34.861111,0.000000
34.444444,0.000000
34.027778,0.000000
33.611111,0.000000
33.194444,0.000000
32.777778,0.000000
32.361111,0.000000
31.944444,0.000000
31.944444,0.000000
31.944444,0.000000
31.944444,0.000000
31.944444,0.000000
31.944444,0.000000
31.944444,0.000000
31.944444,0.000000
31.944444,0.000000
31.944444,0.000000
31.944444,0.000000
31.944444,0.000000
31.944444,0.000000
31.944444,0.000000
31.944444,0.000000
31.944444,0.000000
31.944444,0.000000
31.944444,0.000000
31.944444,0.000000
31.944444,0.000000
31.944444,0.000000
31.944444,0.000000
31.944444,0.000000
31.944444,0.000000
31.944444,0.000000
31.944444,0.000000
31.944444,0.000000
31.944444,0.000000
31.944444,0.000000
31.944444,0.000000
31.944444,0.000000
31.944444,0.000000
31.944444,0.000000
31.944444,0.000000
31.944444,0.000000
31.944444,0.000000
31.944444,0.000000
31.944444,0.000000
31.944444,0.000000
31.944444,0.000000
31.944444,0.000000
31.944444,0.000000
31.944444,0.000000
31.944444,0.000000
31.944444,0.000000
31.944444,0.000000
31.163194,0.000000
30.381944,0.000000
29.600694,0.000000
28.819444,0.000000
28.038194,0.000000
27.256944,0.000000
26.475694,0.000000
25.694444,0.000000
24.913194,0.000000
24.131944,0.000000
23.350694,0.000000
22.569444,0.000000
21.788194,0.000000
21.006944,0.000000
20.225694,0.000000
19.444444,0.000000
19.444444,0.000000
19.444444,0.000000
19.444444,0.000000
19.444444,0.000000
19.444444,0.000000
19.444444,0.000000
19.444444,0.000000
19.444444,0.000000
19.444444,0.000000
19.444444,0.000000
19.444444,0.000000
19.444444,0.000000
19.444444,0.000000
19.444444,0.000000
19.444444,0.000000
19.444444,0.000000
19.444444,0.000000
19.444444,0.000000
20.075758,0.000000
20.707071,0.000000
21.338384,0.000000
21.969697,0.000000
22.601010,0.000000
23.232323,0.000000
23.863636,0.000000
24.494949,0.000000
25.126263,0.000000
25.757576,0.000000
26.388889,0.000000
27.020202,0.000000
27.651515,0.000000
28.282828,0.000000
28.914141,0.000000
29.545455,0.000000
30.176768,0.000000
30.808081,0.000000
31.439394,0.000000
32.070707,0.000000
32.702020,0.000000
33.333333,0.000000
33.333333,0.000000
33.333333,0.000000
33.333333,0.000000
33.333333,0.000000
33.333333,0.000000
33.333333,0.000000
33.333333,0.000000
33.333333,0.000000
33.333333,0.000000
33.333333,0.000000
33.333333,0.000000
33.333333,0.000000
33.333333,0.000000
33.333333,0.000000
33.333333,0.000000
33.333333,0.000000
33.333333,0.000000
33.333333,0.000000
33.333333,0.000000
33.333333,0.000000
33.333333,0.000000
33.333333,0.000000
33.333333,0.000000
33.333333,0.000000
33.333333,0.000000
33.333333,0.000000
33.333333,0.000000
33.333333,0.000000
33.333333,0.000000
33.333333,0.000000
33.333333,0.000000
33.333333,0.000000
33.333333,0.000000
33.333333,0.000000
33.333333,0.000000
32.523148,0.000000
31.712963,0.000000
30.902778,0.000000
30.092593,0.000000
29.282407,0.000000
28.472222,0.000000
27.662037,0.000000
26.851852,0.000000
26.041667,0.000000
25.231481,0.000000
24.421296,0.000000
23.611111,0.000000
23.611111,0.000000
23.611111,0.000000
23.611111,0.000000
23.611111,0.000000
23.611111,0.000000
23.611111,0.000000
23.611111,0.000000
23.611111,0.000000
23.611111,0.000000
23.611111,0.000000
23.611111,0.000000
23.611111,0.000000
23.611111,0.000000
23.611111,0.000000
23.611111,0.000000
23.611111,0.000000
23.611111,0.000000
23.611111,0.000000
23.611111,0.000000
23.611111,0.000000
24.228395,0.000000
24.845679,0.000000
25.462963,0.000000
26.080247,0.000000
26.697531,0.000000
27.314815,0.000000
27.932099,0.000000
28.549383,0.000000
29.166667,0.000000
29.783951,0.000000
30.401235,0.000000
31.018519,0.000000
31.635802,0.000000
32.253086,0.000000
32.870370,0.000000
33.487654,0.000000
34.104938,0.000000
34.722222,0.000000
34.722222,0.000000
34.722222,0.000000
34.722222,0.000000
34.722222,0.000000
34.722222,0.000000
34.722222,0.000000
34.722222,0.000000
34.722222,0.000000
34.722222,0.000000
34.722222,0.000000
34.722222,0.000000
34.722222,0.000000
34.722222,0.000000
34.722222,0.000000
34.722222,0.000000
34.722222,0.000000
34.722222,0.000000
34.722222,0.000000
34.722222,0.000000
34.722222,0.000000
34.722222,0.000000
34.722222,0.000000
34.722222,0.000000
34.722222,0.000000
34.722222,0.000000
34.722222,0.000000
34.722222,0.000000
34.722222,0.000000
34.722222,0.000000
34.722222,0.000000
33.719136,0.000000
32.716049,0.000000
31.712963,0.000000
30.709877,0.000000
29.706790,0.000000
28.703704,0.000000
27.700617,0.000000
26.697531,0.000000
25.694444,0.000000
24.691358,0.000000
23.688272,0.000000
22.685185,0.000000
21.682099,0.000000
20.679012,0.000000
19.675926,0.000000
18.672840,0.000000
17.669753,0.000000
16.666667,0.000000
15.625000,0.000000
14.583333,0.000000
13.541667,0.000000
12.500000,0.000000
11.458333,0.000000
10.416667,0.000000
9.375000,0.000000
8.333333,0.000000
7.291667,0.000000
6.250000,0.000000
5.208333,0.000000
4.166667,0.000000
3.125000,0.000000
2.083333,0.000000
1.041667,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
